,Paso de las Toscas,Paso Aguiar,Paso de las Piedras,Sarandi del Yi,Paso de las Piedras (R3),Paso Mazangano,Fraile Muerto,Paso del Borracho,Durazno,Paso Baltasar,Paso de Coelho,Tacuarembo,Paso Manuel Diaz,Paso de los Mellizos,Bequelo,Paso de la Compania
2017-12-05,0.462,5.486,,1.309,,2.859,2.153,7.209,,0.54,1.29,1.024,2.442,1.19,1.389,0.926
2017-12-06,0.462,5.331,,1.309,,2.442,2.153,6.772,,0.585,1.29,1.084,2.509,,1.389,0.9
2017-12-07,0.462,5.542,,1.309,,2.297,2.153,6.512,,0.72,1.367,1.099,2.399,,1.389,0.754
2017-12-08,0.462,6.005,,1.298,,2.175,2.153,5.887,,0.687,,1.069,2.218,,1.389,0.568
2017-12-09,0.462,5.642,,1.127,,1.976,2.153,5.81,,0.594,1.392,1.023,2.055,,1.389,0.591
2017-12-10,0.462,5.175,,1.085,,1.821,2.153,5.843,,0.529,1.273,0.977,1.931,,1.389,0.591
2017-12-11,0.462,4.679,,0.691,,1.619,2.153,5.627,,0.484,1.126,0.931,1.798,,1.389,0.555
2017-12-12,0.462,4.335,,0.535,,1.358,2.153,5.347,,0.467,0.977,0.889,1.666,,1.389,0.479
2017-12-13,0.462,4.052,,0.317,,1.278,2.153,5.007,,0.431,0.847,0.865,1.755,,1.389,0.479
2017-12-14,0.461,3.878,,0.23,,1.307,2.153,4.736,,0.413,0.766,0.845,1.93,,1.389,0.472
2017-12-15,0.432,3.841,,0.071,,1.291,2.153,4.736,,0.397,0.695,0.822,1.677,,1.389,0.41
2017-12-16,0.396,3.773,,0.071,,1.28,2.14,4.575,,0.379,0.656,0.8,1.469,,1.389,0.407
2017-12-17,0.381,3.698,,0.069,,1.241,1.98,5.057,,0.379,0.672,0.843,1.462,,1.389,0.469
2017-12-18,0.38,3.698,,0.036,,1.246,1.963,4.804,,0.379,0.66,0.873,1.579,,1.389,0.407
2017-12-19,0.378,3.698,,0.026,,1.333,1.963,4.736,,0.379,0.637,0.87,1.694,,1.389,0.376
2017-12-20,0.351,3.737,,0.015,,1.288,1.963,4.497,,0.379,0.751,0.88,1.762,,1.554,0.375
2017-12-21,0.347,3.773,,0.015,,1.296,1.963,4.408,,0.403,0.92,0.892,1.728,,4.849,0.368
2017-12-22,0.32,3.625,,0.015,,1.244,1.963,4.231,,0.431,1.011,0.888,1.6,,4.733,0.478
2017-12-23,0.306,3.428,,0.01,,1.164,1.963,4.094,,0.413,1.011,0.87,1.553,,2.637,0.582
2017-12-24,0.305,3.12,,0.01,,1.056,1.963,3.948,,0.397,0.974,0.846,1.599,,2.517,0.539
2017-12-25,0.302,2.956,,0.01,,1.117,1.963,3.795,,0.374,0.949,0.815,1.566,,2.39,0.479
2017-12-26,0.278,2.791,,0.01,,1.299,1.963,4.449,,0.347,0.949,0.79,1.768,,1.932,0.479
2017-12-27,0.276,2.959,,0.01,,1.285,1.963,4.723,,0.347,0.949,0.761,2.557,,1.441,0.593
2017-12-28,0.276,3.125,,0.01,,1.378,1.963,4.254,,0.347,0.92,0.74,2.01,,1.389,1.662
2017-12-29,0.276,3.651,,0.007,,4.017,1.963,4.891,,0.347,0.89,0.726,1.545,,1.389,0.751
2017-12-30,0.271,4.644,,0.007,,8.887,1.963,5.299,,0.331,0.862,0.717,1.422,,1.389,0.655
2017-12-31,0.262,8.785,,0.007,,7.669,1.963,5.437,,0.315,0.82,0.708,1.255,,1.389,0.576
2018-01-01,0.264,10.301,,0.007,,5.077,1.963,5.66,,0.315,1.004,0.811,1.257,,1.389,0.533
2018-01-02,0.297,11.347,,0.007,,3.348,1.963,5.053,,0.3,1.451,0.845,1.411,,1.389,0.478
2018-01-03,0.305,10.52,,0.007,,2.621,1.955,4.491,,0.285,1.458,0.855,1.528,,1.389,0.407
2018-01-04,0.305,9.649,,0.007,,2.102,1.853,4.01,,0.285,1.389,0.859,1.568,,1.389,0.407
2018-01-05,0.305,8.252,,0.007,,5.707,1.842,3.876,,0.27,1.827,0.862,1.501,,1.389,0.513
2018-01-06,0.305,8.326,,0.007,,10.793,1.842,3.795,,0.27,1.779,0.863,1.341,,1.389,0.752
2018-01-07,0.305,10.841,,0.007,,10.791,1.842,4.011,,0.285,1.324,0.822,1.237,,1.45,0.733
2018-01-08,0.293,11.128,,0.007,,7.727,1.842,4.192,,0.285,1.042,0.78,1.06,,2.739,0.661
2018-01-09,0.275,10.126,,0.005,,4.729,1.842,3.867,,0.285,0.886,0.737,0.815,,3.941,0.555
2018-01-10,0.25,8.436,,0.005,,3.309,1.842,3.595,,0.27,0.775,0.7,0.782,,2.702,0.479
2018-01-11,0.236,6.701,,0.01,,2.681,1.842,3.202,,0.241,0.7,0.675,0.891,,2.517,0.409
2018-01-12,0.236,5.424,,0.01,,2.181,1.842,2.832,,0.227,0.656,0.649,0.781,,2.486,0.373
2018-01-13,0.246,4.699,,0.013,,1.819,1.842,2.687,,0.227,0.637,0.631,0.684,,1.989,0.356
2018-01-14,0.293,4.544,,0.066,,1.573,1.842,2.857,,0.227,0.637,0.618,0.725,,1.933,0.388
2018-01-15,0.326,5.828,,0.071,,2.141,2.281,3.205,,0.227,0.711,0.63,1.203,,1.933,0.407
2018-01-16,0.313,8.12,,0.071,,3.045,2.484,3.239,,0.227,0.861,0.66,2.236,,1.933,0.391
2018-01-17,0.305,9.991,,0.071,,3.2,2.102,3.239,,0.227,0.918,0.68,4.464,,1.815,0.399
2018-01-18,0.305,12.282,,0.093,,2.946,6.19,3.823,,0.245,1.158,0.762,3.388,,1.415,0.395
2018-01-19,0.305,12.72,,0.426,,3.465,3.993,5.439,,0.293,1.252,0.779,3.211,,1.389,0.342
2018-01-20,0.305,12.533,,0.456,,3.031,2.291,5.574,,0.315,1.29,0.758,4.928,,1.389,0.373
2018-01-21,0.305,15.819,,0.839,,2.367,1.842,5.496,,0.315,1.174,0.736,3.695,,1.389,0.46
2018-01-22,0.303,17.715,,1.112,,2.241,1.842,6.879,,0.315,0.971,0.714,2.483,,1.389,0.483
2018-01-23,0.3,15.244,,1.227,,2.294,1.842,6.268,,0.341,0.845,0.688,2.072,,1.389,0.474
2018-01-24,0.295,11.35,,1.26,,3.871,1.73,5.305,,0.33,0.834,0.663,2.119,,1.389,0.474
2018-01-25,0.276,9.464,,0.523,,5.213,1.56,4.674,,0.298,0.947,0.64,2.183,,1.389,0.407
2018-01-26,0.258,9.949,,0.32,,8.616,1.56,4.179,,0.283,1.082,0.617,1.961,,1.389,0.485
2018-01-27,0.249,10.549,,0.067,,13.813,1.56,4.333,,0.255,1.199,0.607,1.746,,1.389,0.881
2018-01-28,0.249,14.132,,0.015,,15.432,1.56,4.408,,0.255,1.635,0.617,1.78,,1.389,1.034
2018-01-29,0.241,16.39,,0.009,,13.857,1.56,4.254,,0.255,2.382,0.613,2.067,,1.389,0.915
2018-01-30,0.236,15.266,,0.002,,11.936,1.56,4.094,,0.27,2.48,0.6,2.57,,1.389,0.753
2018-01-31,0.236,12.818,,0.001,,10.893,1.56,4.094,,0.27,2.261,0.605,2.356,,1.389,0.636
2018-02-01,0.246,11.087,,0.001,,9.328,1.56,4.404,,0.27,1.935,0.617,2.075,,1.389,0.525
2018-02-02,0.274,10.07,,0.001,,7.626,1.56,4.408,,0.292,1.522,0.611,1.741,,1.376,0.422
2018-02-03,0.276,9.225,,0.001,,6.197,1.56,4.098,,0.315,1.234,0.593,1.422,,1.159,0.403
2018-02-04,0.276,8.349,,0.001,,4.806,1.56,3.855,,0.3,1.064,0.571,1.264,,1.122,0.336
2018-02-05,0.275,7.566,,0.001,,3.579,1.56,3.656,,0.27,0.944,0.553,1.197,,0.916,0.273
2018-02-06,0.263,6.69,,0.001,,2.805,1.56,3.468,,0.255,0.815,0.534,1.212,,0.893,0.219
2018-02-07,0.262,6.009,1.676,0.001,,2.36,1.56,3.079,,0.241,0.705,0.522,1.085,,0.893,0.178
2018-02-08,0.263,4.948,1.676,0.001,,2.171,1.56,2.829,,0.227,0.619,0.512,0.822,,0.893,0.141
2018-02-09,0.275,4.5,1.749,0.001,,1.875,1.56,2.673,,0.227,0.563,0.533,0.744,,0.893,0.143
2018-02-10,0.276,4.453,1.984,0.0,,1.618,1.56,2.812,,0.227,0.527,0.555,1.041,,0.893,0.141
2018-02-11,0.276,4.276,1.972,0.0,,1.485,1.56,3.114,,0.385,0.566,0.839,1.196,,0.893,0.286
2018-02-12,0.272,4.014,1.962,0.0,,1.769,1.56,4.404,,0.397,0.705,1.166,1.281,,0.893,0.272
2018-02-13,0.217,4.593,1.834,0.0,,2.553,1.56,4.505,,0.351,0.73,1.196,1.291,,0.893,0.323
2018-02-14,0.177,5.372,1.763,0.0,,2.666,1.56,3.658,,0.297,0.672,1.285,1.388,,0.893,0.723
2018-02-15,0.174,5.567,1.676,0.0,,2.468,1.56,3.06,,0.299,0.705,1.187,1.405,,0.893,0.967
2018-02-16,0.174,5.51,1.667,0.0,,2.529,1.56,2.829,,0.347,1.631,1.042,1.29,,0.893,1.045
2018-02-17,0.174,5.304,1.551,0.0,,2.853,1.56,2.738,,0.363,2.466,0.921,1.147,,0.893,0.922
2018-02-18,0.174,5.218,1.539,0.0,,4.449,1.56,2.857,,0.338,2.461,0.845,0.976,,0.893,0.738
2018-02-19,0.193,5.6,1.548,0.0,,5.842,1.56,3.095,,0.297,2.158,0.881,0.821,,0.881,0.558
2018-02-20,0.211,7.355,1.664,0.0,,5.085,1.56,3.73,,0.285,1.883,0.824,0.941,,0.688,0.469
2018-02-21,0.222,9.005,1.686,0.001,,4.111,1.56,3.457,,0.27,1.656,0.759,1.167,,0.666,0.407
2018-02-22,0.229,9.353,1.808,0.004,,3.406,1.56,3.079,,0.241,1.548,0.708,1.478,,0.666,0.354
2018-02-23,0.207,8.854,1.82,0.01,,3.183,1.56,2.982,,0.227,1.357,0.688,1.737,,0.666,0.342
2018-02-24,0.197,7.948,1.831,0.009,,2.934,1.56,2.982,,0.227,1.202,0.671,1.996,,0.666,0.442
2018-02-25,0.18,6.728,1.959,0.002,,2.646,1.56,2.982,,0.241,1.076,0.648,1.726,,0.666,0.591
2018-02-26,0.174,5.428,1.972,0.001,,2.374,1.56,3.07,,0.255,0.953,0.62,1.366,,0.666,0.615
2018-02-27,0.174,5.087,2.088,0.001,,2.363,1.56,3.648,,0.255,0.92,0.681,1.158,,0.666,1.157
2018-02-28,0.174,5.505,2.42,0.001,,2.071,1.56,4.692,,0.255,0.993,0.762,1.118,,0.666,0.568
2018-03-01,0.174,5.834,2.162,0.001,,2.402,1.556,5.068,,0.255,1.108,0.731,0.932,,0.666,0.589
2018-03-02,0.174,5.862,2.132,0.001,,2.865,1.512,4.459,,0.255,1.103,0.728,0.715,,0.666,0.612
2018-03-03,0.174,6.008,2.132,0.001,,3.535,1.507,4.048,,0.255,1.079,0.748,0.76,,0.666,0.5
2018-03-04,0.174,6.187,2.121,0.001,,5.653,1.507,3.14,,0.241,1.215,0.732,1.09,,0.655,0.516
2018-03-05,0.174,7.817,1.916,0.001,,6.763,1.507,2.805,,0.227,1.135,0.696,1.114,,0.476,0.539
2018-03-06,0.174,8.775,1.635,0.001,,7.189,1.507,2.506,,0.227,0.982,0.664,0.719,,0.456,0.482
2018-03-07,0.174,8.837,1.463,0.001,,6.929,1.507,2.506,,0.214,0.92,0.635,0.551,,0.456,0.436
2018-03-08,0.174,8.587,1.409,0.001,,5.698,1.507,2.34,,0.2,0.883,0.607,0.55,,0.456,0.407
2018-03-09,0.174,8.056,1.409,0.001,,4.592,1.507,2.187,,0.2,0.829,0.586,0.623,,0.456,0.398
2018-03-10,0.174,7.083,1.36,0.0,,3.613,1.507,1.934,,0.2,0.781,0.56,0.613,,0.456,0.345
2018-03-11,0.179,6.34,1.286,0.0,,2.819,1.507,1.999,,0.208,0.74,0.585,0.717,,0.456,0.356
2018-03-12,0.191,5.824,1.286,0.0,,2.115,1.507,2.251,,0.2,0.73,0.585,0.695,,0.456,0.346
2018-03-13,0.198,5.324,1.286,0.0,,1.987,1.507,2.288,,0.217,0.73,0.582,0.654,,0.456,0.324
2018-03-14,0.198,4.911,1.333,0.0,,1.887,1.507,2.395,,0.227,0.73,0.591,0.681,,0.456,0.315
2018-03-15,0.198,4.698,1.971,0.001,,2.016,1.507,2.872,,0.254,0.755,0.774,1.422,,0.456,2.227
2018-03-16,0.199,5.158,2.769,0.001,,2.328,1.507,3.75,,0.277,0.781,1.032,1.751,,0.456,1.691
2018-03-17,0.243,6.974,2.89,0.001,,5.438,1.507,6.577,,0.325,1.074,1.707,4.042,,0.456,2.292
2018-03-18,0.312,8.183,3.462,0.001,,21.264,1.522,6.543,,0.405,3.188,1.728,5.21,,0.456,1.824
2018-03-19,0.343,20.008,4.091,0.002,,34.695,2.068,8.095,,0.513,5.992,1.36,4.148,,0.456,1.959
2018-03-20,0.37,32.1,3.933,0.009,,39.86,1.986,10.146,,0.54,7.761,1.145,3.184,,0.456,2.015
2018-03-21,0.377,37.615,3.599,0.01,,39.984,1.634,10.455,,0.49,6.817,0.996,2.498,,0.456,1.737
2018-03-22,0.325,38.33,3.659,0.01,,37.596,1.614,9.731,,0.407,5.171,0.89,2.09,,0.456,1.464
2018-03-23,0.3,36.859,3.364,0.01,,32.396,1.614,8.093,,0.361,3.833,0.792,1.887,,0.456,1.302
2018-03-24,1.165,38.143,3.254,0.007,,28.047,1.614,7.916,,0.347,3.553,0.836,2.059,,0.456,1.536
2018-03-25,6.063,46.856,3.254,0.007,,29.971,1.579,8.997,,0.347,3.794,0.955,2.422,,0.456,1.48
2018-03-26,5.436,45.745,3.254,0.007,,34.596,1.512,8.881,,0.347,4.229,0.989,2.716,,0.456,1.728
2018-03-27,2.148,44.217,3.284,0.007,,34.752,1.507,8.203,,0.365,4.79,1.247,4.66,,0.456,2.009
2018-03-28,1.887,41.991,3.671,0.007,,41.176,1.507,7.925,,0.442,5.573,1.284,5.882,,0.456,2.411
2018-03-29,1.878,43.669,3.907,0.007,,48.321,1.507,9.507,,0.536,7.356,1.204,5.174,,0.456,2.641
2018-03-30,1.664,46.444,4.024,0.005,,52.529,1.507,13.209,,0.532,7.537,1.106,3.997,,0.456,2.242
2018-03-31,1.383,48.544,4.316,0.004,,52.071,1.507,14.78,,0.475,5.968,1.018,3.224,,0.456,1.793
2018-04-01,1.156,48.274,4.421,0.004,,44.215,1.507,13.769,,0.425,4.475,0.946,2.73,,0.456,1.444
2018-04-02,1.078,43.498,4.421,0.004,,31.643,1.507,11.765,,0.397,3.467,0.89,2.452,,0.456,1.124
2018-04-03,1.013,34.168,4.388,0.004,,22.448,1.507,9.758,,0.379,2.845,0.953,2.315,,0.456,1.025
2018-04-04,0.94,25.513,3.82,0.004,,17.713,1.507,8.208,,0.363,2.512,1.065,2.283,,0.456,0.856
2018-04-05,0.882,19.983,3.49,0.004,,15.275,1.507,7.153,,0.363,2.807,1.019,2.526,,0.456,0.858
2018-04-06,0.853,16.933,3.47,0.005,,13.441,1.507,6.26,,0.387,3.639,1.134,2.826,,0.456,0.895
2018-04-07,0.851,14.641,3.47,0.006,,12.125,1.507,6.078,,0.468,3.115,1.191,2.486,,0.456,0.926
2018-04-08,0.818,12.864,3.47,0.007,,11.411,1.507,6.2,,0.622,2.457,1.135,2.13,,0.456,0.913
2018-04-09,0.725,11.657,3.47,0.007,,11.13,1.507,6.111,,0.615,2.031,1.05,1.852,,0.456,0.919
2018-04-10,0.675,10.998,3.455,0.007,,10.378,1.555,5.522,,0.509,1.632,0.969,1.658,,0.456,0.85
2018-04-11,0.682,10.293,3.384,0.01,,8.646,2.64,5.157,,0.451,1.33,0.899,1.525,,0.456,0.693
2018-04-12,0.646,9.872,3.138,0.01,,7.445,2.993,4.911,,0.4,1.158,0.85,1.423,,0.456,0.672
2018-04-13,0.626,9.737,2.865,0.01,,6.222,5.518,4.664,,0.363,1.059,0.812,1.319,,0.456,0.636
2018-04-14,0.605,9.206,2.834,0.01,,4.878,4.925,4.169,,0.347,0.966,0.766,1.248,,0.456,0.557
2018-04-15,0.564,8.063,2.673,0.01,,4.094,3.048,3.787,,0.347,0.903,0.733,1.197,,0.456,0.494
2018-04-16,0.527,7.124,2.644,0.01,,3.814,2.947,3.511,,0.315,0.828,0.704,1.165,,0.456,0.442
2018-04-17,0.484,6.622,2.49,0.013,,3.586,2.947,3.242,,0.315,0.781,0.684,1.135,,0.456,0.407
2018-04-18,0.462,6.294,2.486,0.066,,3.114,2.947,3.113,,0.3,0.756,0.672,1.089,,0.456,0.371
2018-04-19,0.456,5.765,2.64,0.071,,2.754,2.947,2.982,,0.285,0.751,0.658,1.083,,0.456,0.342
2018-04-20,0.439,7.18,2.656,0.142,,3.134,2.999,3.006,,0.285,0.781,0.672,1.083,,0.456,0.382
2018-04-21,0.429,17.532,2.656,0.845,,12.615,5.21,3.971,,0.325,1.175,0.863,1.208,,0.456,0.657
2018-04-22,0.429,34.875,2.745,1.17,,19.078,10.641,4.411,,0.3,2.993,0.887,2.013,,0.456,0.566
2018-04-23,0.487,42.416,3.141,1.119,,14.597,8.11,6.045,,0.337,4.986,1.09,4.289,,0.456,1.488
2018-04-24,0.817,43.533,3.655,1.112,,15.064,5.288,8.423,,0.347,8.654,1.15,4.913,,0.456,2.032
2018-04-25,1.3,39.9,3.787,1.112,,19.6,4.511,11.71,,0.347,10.095,1.607,8.517,,0.456,2.945
2018-04-26,1.565,36.414,4.141,1.112,,24.549,4.1,13.918,,0.421,9.76,1.865,7.974,,0.456,2.689
2018-04-27,1.666,35.753,4.824,1.112,,28.183,3.107,18.551,,0.658,9.023,1.549,6.082,,0.456,2.321
2018-04-28,1.736,35.045,5.827,1.112,,27.558,2.954,19.264,,0.817,7.577,1.319,4.516,,0.456,2.024
2018-04-29,1.74,32.7,7.015,1.112,,23.505,2.947,18.788,,0.679,5.815,1.193,3.456,,0.456,1.724
2018-04-30,1.74,32.655,7.064,1.112,,20.521,2.926,17.899,,0.581,5.967,1.138,2.991,,0.468,1.48
2018-05-01,2.094,30.899,6.163,1.167,,17.938,2.668,15.509,,0.525,6.923,1.069,3.023,,0.658,1.18
2018-05-02,10.846,28.583,6.348,1.348,,17.7,2.64,15.207,,0.534,10.355,1.26,6.006,,0.871,1.943
2018-05-03,19.653,37.375,11.714,1.898,,26.325,2.68,45.82,,1.339,23.243,4.013,22.704,,0.919,17.082
2018-05-04,30.763,58.39,19.591,1.686,,36.628,2.521,80.544,,2.841,43.919,13.867,49.298,,1.457,87.588
2018-05-05,31.469,66.801,24.96,1.538,,51.686,2.548,86.441,,13.386,50.092,32.205,77.12,,2.219,93.124
2018-05-06,23.198,67.662,30.278,1.316,,71.188,4.315,126.26,,22.11,64.745,28.285,88.221,,3.422,39.245
2018-05-07,16.661,73.795,38.403,1.411,,87.653,4.676,158.356,,17.633,111.706,17.225,89.344,,4.564,23.529
2018-05-08,11.456,82.25,49.069,1.426,,100.311,4.206,160.468,,11.17,123.456,9.01,86.571,,5.748,15.994
2018-05-09,8.242,89.19,63.688,1.528,,112.577,4.188,155.849,,6.899,88.609,5.709,76.733,,8.358,10.155
2018-05-10,5.468,96.387,74.449,1.561,,125.372,4.188,157.518,,4.75,54.419,6.971,56.218,,10.886,5.868
2018-05-11,3.242,104.715,74.527,2.515,,133.461,4.188,158.512,,4.353,34.16,12.595,35.237,,11.499,3.818
2018-05-12,2.175,112.195,62.864,3.075,,132.56,4.188,147.633,,6.402,21.775,23.559,43.545,,10.86,2.618
2018-05-13,1.795,114.964,47.731,3.323,,112.967,4.162,125.564,,14.729,14.26,30.083,53.556,,10.125,2.068
2018-05-14,1.602,106.701,33.953,4.029,,70.713,3.697,111.609,,18.165,10.063,21.696,45.17,,9.823,1.727
2018-05-15,1.489,79.438,23.767,4.075,,34.06,3.297,95.775,,13.623,7.71,12.243,30.488,,9.823,1.483
2018-05-16,1.36,43.715,17.36,3.831,,22.312,3.274,73.226,,8.795,6.044,6.674,19.438,,9.801,1.248
2018-05-17,1.151,25.487,14.824,3.715,,18.377,3.274,53.995,,5.537,4.972,4.527,13.473,,9.273,1.068
2018-05-18,1.024,19.806,12.267,3.544,,16.454,3.274,42.007,,3.575,4.343,3.421,10.561,,8.249,0.988
2018-05-19,0.993,16.888,10.677,3.399,,15.188,3.274,34.719,,2.368,3.882,2.732,8.825,,7.775,0.91
2018-05-20,0.961,15.114,9.703,3.213,,14.034,3.304,30.184,,1.669,3.562,2.357,7.875,,7.441,0.773
2018-05-21,0.91,13.597,7.96,3.062,,13.048,4.696,26.783,,1.315,3.379,2.056,7.268,,7.404,0.766
2018-05-22,0.863,12.349,7.439,3.062,,12.267,5.235,24.453,,1.122,3.184,1.763,6.968,,7.404,0.776
2018-05-23,0.808,11.352,6.829,2.985,,11.707,4.398,22.795,,0.94,2.917,1.538,6.436,,7.404,0.795
2018-05-24,0.768,10.608,6.769,2.821,,11.255,4.388,21.657,,0.795,2.653,1.395,5.582,,7.404,0.735
2018-05-25,0.744,9.979,6.769,2.459,,10.899,4.388,20.665,,0.686,2.45,1.321,4.918,,7.425,0.638
2018-05-26,0.706,9.464,6.769,2.129,,10.323,4.388,18.455,,0.632,2.281,1.253,4.484,,8.314,0.565
2018-05-27,0.678,9.129,6.769,1.926,,9.52,4.374,16.423,,0.579,2.156,1.197,4.157,,9.525,0.464
2018-05-28,0.653,8.692,6.769,1.634,,8.77,4.206,14.762,,0.559,2.032,1.153,3.866,,9.823,0.463
2018-05-29,0.645,8.132,6.769,1.327,,7.787,4.188,13.265,,0.54,1.958,1.115,3.673,,9.845,0.475
2018-05-30,0.632,7.798,7.414,1.309,,7.128,4.188,12.632,,0.55,1.92,1.142,4.056,,10.448,1.222
2018-05-31,5.468,19.445,14.053,2.144,,25.238,4.126,56.271,,5.172,10.197,7.519,54.958,,10.664,30.144
2018-06-01,59.511,87.425,23.637,18.56,,82.28,3.355,214.416,,34.409,95.662,71.624,74.087,,10.664,66.75
2018-06-02,94.64,147.518,25.591,27.782,,118.333,3.274,244.501,,52.595,208.208,122.72,85.763,,10.395,126.289
2018-06-03,77.108,178.511,26.212,27.29,,130.5,3.274,232.311,,61.152,289.481,62.024,95.322,,9.819,65.667
2018-06-04,53.613,196.446,32.412,17.35,,132.517,3.274,232.008,,70.115,244.291,37.259,89.904,,8.648,29.973
2018-06-05,37.243,191.975,39.545,11.859,,139.108,3.274,225.568,,63.027,201.584,23.758,70.645,,7.398,19.856
2018-06-06,26.243,177.354,39.527,11.888,,143.479,3.687,202.557,,33.595,149.109,15.692,48.874,11.688,6.032,13.832
2018-06-07,21.183,160.862,35.382,10.161,,140.276,9.399,171.774,,15.953,90.199,12.08,33.606,7.904,5.888,9.823
2018-06-08,12.713,146.883,29.742,9.301,,127.61,9.085,128.565,,12.709,55.809,8.216,24.776,6.374,5.849,6.867
2018-06-09,7.521,132.159,24.15,4.582,,104.026,6.639,90.136,,10.584,37.023,5.716,18.766,5.449,5.08,5.072
2018-06-10,5.48,111.495,19.621,3.831,,73.38,5.257,66.813,,8.274,25.275,4.511,14.68,4.835,4.493,3.873
2018-06-11,7.32,90.661,25.246,9.722,,52.926,4.214,55.174,,6.357,18.799,3.908,13.755,4.453,4.46,20.958
2018-06-12,12.133,72.634,39.071,88.733,,65.352,3.379,66.151,,4.955,18.461,3.852,23.7,4.23,4.46,46.422
2018-06-13,14.32,76.788,40.435,118.534,,78.742,7.466,92.101,,4.058,32.601,4.99,47.607,16.032,4.46,44.93
2018-06-14,16.955,85.52,34.884,58.512,,91.194,6.386,113.487,,3.987,51.423,4.746,63.776,50.972,4.46,36.075
2018-06-15,19.049,94.477,31.66,23.73,,106.778,4.833,129.387,,4.066,67.721,3.783,63.056,25.397,4.442,24.438
2018-06-16,21.345,103.264,28.745,13.571,,120.441,4.663,129.817,,3.36,65.876,3.086,47.819,9.763,4.133,16.308
2018-06-17,14.639,109.304,24.147,11.922,,125.428,4.171,116.904,,2.487,50.123,2.634,27.162,6.184,3.815,11.03
2018-06-18,8.754,111.345,18.718,11.256,,121.222,3.355,90.653,,1.885,33.915,2.318,15.456,4.847,3.783,7.245
2018-06-19,5.323,108.658,15.127,8.978,,106.91,3.274,61.873,,1.548,23.223,2.071,11.777,4.186,3.783,4.777
2018-06-20,4.136,98.894,11.975,7.193,,80.303,3.274,45.474,,1.35,16.237,1.883,10.027,3.796,3.783,3.714
2018-06-21,2.891,79.466,9.998,7.113,,49.414,3.247,37.519,,1.214,12.3,1.75,8.932,3.584,3.783,3.103
2018-06-22,1.941,53.024,8.767,9.137,,32.184,2.904,32.871,,1.121,10.353,1.648,8.178,3.413,3.857,2.73
2018-06-23,1.805,34.324,8.213,19.873,,25.286,2.868,30.151,,1.06,9.41,1.622,7.719,5.058,5.303,2.639
2018-06-24,1.816,27.139,8.18,56.895,,22.994,2.868,28.118,,1.037,9.119,1.631,8.216,9.795,7.534,2.697
2018-06-25,1.887,24.162,8.18,38.773,,21.493,2.868,27.144,,1.085,8.61,1.58,9.292,5.835,8.913,2.693
2018-06-26,1.903,23.279,8.155,17.896,,19.865,2.868,26.868,,1.118,8.538,1.518,8.714,4.712,7.35,2.54
2018-06-27,2.231,23.034,7.82,12.463,,18.158,2.868,26.929,,1.169,7.999,1.435,7.657,4.354,5.995,2.255
2018-06-28,2.216,21.648,7.535,11.728,,16.817,2.843,25.803,,1.139,7.104,1.36,6.857,3.942,5.888,2.077
2018-06-29,4.62,20.527,8.168,11.683,,16.07,2.528,24.86,,1.116,6.51,1.352,6.934,3.568,5.849,2.021
2018-06-30,6.909,23.331,9.62,11.683,,16.618,2.52,25.965,,1.296,7.068,1.503,11.432,3.332,5.08,2.23
2018-07-01,26.751,25.485,22.105,11.683,,19.47,4.958,27.665,,1.483,8.55,2.49,18.693,3.199,4.493,2.894
2018-07-02,246.866,122.952,32.378,11.241,,150.832,42.93,91.778,,11.58,46.774,6.989,26.519,5.192,4.46,17.987
2018-07-03,118.672,274.942,49.715,9.936,,207.67,31.804,201.209,,16.792,107.503,15.719,45.169,4.779,4.46,84.577
2018-07-04,80.782,353.042,46.28,9.783,,202.825,18.61,163.431,,18.183,81.725,24.25,63.028,19.535,4.46,95.179
2018-07-05,71.483,356.246,36.643,8.13,,225.236,16.208,170.861,,21.569,158.492,20.893,64.624,52.377,4.46,43.194
2018-07-06,63.772,330.532,34.382,6.839,,231.111,35.279,191.258,,18.129,174.818,12.58,52.636,21.226,4.46,24.423
2018-07-07,67.711,318.93,34.717,35.603,,226.851,77.164,182.183,,15.42,157.074,10.814,41.577,18.801,4.46,17.303
2018-07-08,50.673,319.741,33.333,134.743,,232.902,56.573,188.784,,16.55,137.581,15.211,34.187,27.937,4.46,14.008
2018-07-09,45.213,330.852,32.402,136.33,,221.419,29.888,150.352,,18.895,85.705,18.822,30.101,47.946,4.46,14.884
2018-07-10,38.018,338.704,29.905,81.455,,210.691,16.034,106.891,,19.843,66.046,15.231,25.4,69.545,4.46,15.269
2018-07-11,24.734,322.457,26.147,45.227,,207.92,11.856,86.986,,16.97,61.769,9.832,21.314,26.85,4.46,12.974
2018-07-12,19.485,294.336,23.058,25.05,,196.241,6.31,73.577,,12.736,51.547,6.355,17.51,11.095,4.46,9.786
2018-07-13,13.997,261.872,18.841,17.748,,171.119,4.115,61.861,,9.457,37.599,4.847,14.461,7.532,4.46,6.829
2018-07-14,9.685,225.552,17.29,14.442,,140.466,3.662,52.257,,7.176,27.221,3.969,12.346,6.063,4.46,4.955
2018-07-15,7.136,184.338,14.903,12.654,,109.657,3.015,44.952,,5.583,20.045,3.387,10.716,5.307,4.46,3.977
2018-07-16,6.304,140.942,13.394,12.427,,78.379,2.942,39.35,,4.436,15.294,2.961,9.5,4.802,4.46,3.43
