,Paso de las Toscas,Paso Aguiar,Paso de las Piedras,Paso de las Piedras (R3),Paso Mazangano,Fraile Muerto,Paso del Borracho,Paso Baltasar,Paso de Coelho,Paso Manuel Diaz,Bequelo
2000-07-17,22.119,434.193,100.096,7.806,,6.056,328.913,37.747,115.914,115.761,45.855
2000-07-18,13.975,421.466,85.562,5.984,,5.099,312.574,21.24,84.114,91.016,37.109
2000-07-19,10.249,408.779,56.372,5.134,349.735,4.499,297.117,14.42,62.666,63.777,28.317
2000-07-20,7.095,389.494,44.114,4.778,325.562,4.327,271.949,11.356,47.017,44.467,21.507
2000-07-21,5.055,372.561,33.095,4.353,292.264,4.197,226.498,9.42,34.98,32.718,18.9
2000-07-22,4.026,358.663,28.093,4.276,259.189,3.937,161.539,7.664,24.513,27.162,20.162
2000-07-23,3.284,340.189,23.3,3.875,225.132,3.701,109.631,6.301,19.637,23.868,13.881
2000-07-24,2.914,316.443,16.604,3.833,191.434,3.461,83.656,5.557,17.783,20.8,12.238
2000-07-25,2.39,283.341,11.938,3.833,147.572,3.157,69.901,4.912,16.287,18.72,
2000-07-26,1.968,236.671,9.123,3.572,104.643,3.081,61.537,4.278,13.672,17.644,
2000-07-27,1.832,179.105,9.93,3.386,72.688,3.015,53.866,3.858,11.98,16.479,
2000-07-28,1.826,123.67,12.644,3.386,56.756,2.948,49.776,3.586,10.826,15.119,
2000-07-29,1.789,82.502,12.777,3.386,48.777,2.942,47.408,3.391,9.591,14.725,
2000-07-30,1.754,60.27,10.063,3.386,40.861,2.896,44.99,3.218,8.2,14.369,
2000-07-31,1.685,48.896,9.805,3.416,36.408,2.803,42.246,3.168,8.154,13.688,
2000-08-01,1.641,41.615,11.641,3.793,31.952,2.739,40.16,3.164,8.154,13.249,
2000-08-02,1.559,36.197,16.178,3.833,28.499,2.733,39.294,3.164,8.147,12.957,
2000-08-03,1.492,31.953,13.962,3.833,26.213,2.733,38.789,3.167,7.929,13.389,
2000-08-04,1.488,28.405,12.072,3.833,24.924,2.706,37.462,3.196,7.652,13.133,
2000-08-05,1.488,25.526,11.955,3.833,21.403,2.616,36.262,3.036,7.375,12.307,
2000-08-06,1.488,23.095,11.558,3.833,19.652,2.469,34.799,2.893,7.048,11.806,
2000-08-07,1.486,21.179,11.224,3.833,16.927,2.308,33.286,2.721,6.616,11.043,
2000-08-08,1.463,19.719,11.38,3.833,14.851,2.298,32.178,2.557,6.48,10.428,
2000-08-09,1.461,19.092,10.965,4.824,12.851,3.728,32.037,2.659,6.395,12.455,
2000-08-10,1.461,17.892,15.375,7.297,12.89,3.574,33.254,2.844,6.219,17.421,
2000-08-11,1.461,16.855,16.812,6.005,12.591,3.208,36.938,3.034,6.129,20.173,
2000-08-12,1.461,15.815,17.25,4.533,12.109,2.635,40.64,4.198,6.34,19.288,
2000-08-13,1.461,15.212,18.617,3.875,13.188,2.398,42.336,4.846,6.776,18.579,
2000-08-14,1.45,15.427,22.649,3.802,16.642,2.242,43.922,3.769,7.35,17.059,
2000-08-15,1.434,17.232,23.427,3.425,21.726,2.102,45.005,3.167,8.022,13.983,
2000-08-16,1.432,19.788,20.69,3.386,23.46,2.092,43.679,2.817,8.036,12.351,
2000-08-17,1.381,21.478,17.531,3.386,21.792,2.092,40.767,2.631,7.311,11.088,
2000-08-18,1.331,21.24,17.036,3.386,16.964,2.088,36.944,2.546,6.56,10.51,
2000-08-19,1.329,18.547,12.82,3.416,12.633,2.025,32.698,2.522,5.908,9.602,
2000-08-20,1.318,15.498,10.7,5.346,7.864,1.866,30.148,2.411,5.272,9.129,
2000-08-21,1.303,13.83,9.086,20.841,6.954,1.824,28.354,2.29,4.906,8.853,
2000-08-22,1.303,12.399,8.596,45.61,6.364,2.209,26.651,2.292,4.428,9.044,10.145
2000-08-23,1.345,11.681,8.623,32.181,6.402,4.818,25.936,2.58,4.519,11.095,11.979
2000-08-24,3.738,12.781,10.679,16.497,11.234,5.703,31.733,3.876,4.873,12.059,
2000-08-25,43.093,43.253,33.868,8.554,49.289,,71.67,8.328,8.219,20.161,
2000-08-26,43.044,84.004,54.361,5.649,70.821,44.853,86.304,11.455,19.62,31.42,
2000-08-27,47.147,133.896,48.545,4.825,80.887,19.031,99.336,12.204,42.234,44.31,
2000-08-28,41.598,164.877,35.717,4.321,102.522,6.067,116.963,11.004,67.502,48.63,
2000-08-29,26.668,162.336,37.225,3.845,124.03,4.483,127.136,8.178,91.46,45.29,
2000-08-30,17.608,151.659,50.536,3.425,132.595,4.252,122.043,5.371,73.712,40.094,
2000-08-31,11.065,147.003,60.437,3.357,140.576,3.909,112.69,3.704,51.669,35.34,
2000-09-01,7.379,144.611,56.764,3.004,167.229,3.496,109.301,2.904,36.866,27.563,
2000-09-02,5.01,143.024,45.71,2.961,153.904,3.4,103.426,2.445,30.159,15.457,
2000-09-03,3.144,140.611,33.824,2.894,140.459,3.121,89.686,2.104,18.462,12.278,
2000-09-04,1.862,134.984,21.881,2.887,121.123,2.853,,1.907,13.331,11.033,
2000-09-05,1.641,120.622,10.341,2.881,112.405,2.595,50.473,1.737,9.68,10.365,
2000-09-06,1.485,93.617,11.655,2.814,54.955,2.472,37.743,1.674,7.909,9.277,
2000-09-07,1.321,60.622,10.504,2.802,34.639,2.432,31.418,1.654,6.94,8.057,
2000-09-08,1.23,36.162,8.714,2.726,21.296,2.282,27.586,1.565,6.008,7.557,
2000-09-09,1.227,24.126,7.923,2.622,15.664,2.218,25.501,1.496,5.413,7.334,
2000-09-10,1.227,18.371,9.402,3.261,12.306,2.209,24.313,1.718,4.855,9.867,
2000-09-11,1.402,16.505,42.167,6.198,12.926,2.122,32.531,8.463,4.972,34.72,37.623
2000-09-12,1.794,15.849,51.474,13.892,15.135,2.092,73.352,23.297,7.59,46.83,203.895
2000-09-13,2.169,16.231,47.328,10.715,16.277,2.092,105.662,33.615,15.002,56.231,48.775
2000-09-14,2.917,17.892,51.081,7.28,21.167,2.308,124.842,40.214,19.386,73.048,11.736
2000-09-15,5.389,20.307,60.22,6.872,23.666,6.115,157.184,43.375,24.568,83.6,7.414
2000-09-16,7.828,23.837,65.651,9.862,28.473,5.842,181.127,45.513,33.328,96.525,6.479
2000-09-17,8.236,30.08,68.897,8.304,40.509,7.045,192.197,47.649,40.135,104.68,5.736
2000-09-18,11.549,41.866,76.656,6.29,55.902,8.513,200.86,49.633,45.904,107.284,
2000-09-19,24.795,70.357,98.283,6.719,80.67,26.999,215.623,49.942,53.064,104.279,
2000-09-20,76.74,126.547,124.186,100.438,111.723,,,53.085,65.292,114.531,59.969
2000-09-21,233.976,289.814,105.073,170.315,185.401,,322.208,85.783,137.635,136.82,215.297
2000-09-22,132.853,439.741,119.513,81.536,196.001,53.599,333.937,82.157,308.269,140.206,109.815
2000-09-23,66.14,447.663,147.702,28.063,196.971,29.59,336.299,67.598,257.645,140.388,21.315
2000-09-24,45.418,371.361,147.263,11.517,215.283,18.952,322.28,60.821,181.885,129.512,9.928
2000-09-25,23.527,335.487,116.767,6.341,256.605,15.458,307.351,44.81,110.987,109.559,6.742
2000-09-26,14.11,310.099,102.545,4.876,264.605,6.966,297.433,22.955,75.915,85.106,
2000-09-27,8.86,296.643,69.664,4.245,264.665,4.563,285.444,12.311,47.04,60.193,
2000-09-28,6.131,291.815,56.872,3.887,260.347,3.894,263.044,8.516,29.285,33.211,
2000-09-29,4.549,289.329,43.599,3.573,230.505,3.857,217.032,6.262,19.454,21.318,
2000-09-30,3.208,281.646,31.246,3.395,204.837,3.83,152.56,4.798,15.334,16.885,
2000-10-01,2.346,267.73,25.885,3.302,177.862,3.496,93.588,3.562,13.013,15.002,
2000-10-02,1.988,242.279,19.117,3.211,136.569,3.326,65.867,3.675,11.489,14.133,
2000-10-03,20.237,215.51,30.744,11.066,116.802,3.427,59.021,9.441,19.02,21.254,72.769
2000-10-04,59.439,221.885,36.365,30.98,115.161,11.693,91.746,26.354,32.748,42.358,191.345
2000-10-05,44.192,217.79,45.798,20.029,110.323,8.203,114.475,34.087,47.537,52.965,78.529
2000-10-06,31.338,202.191,38.137,8.489,106.706,6.317,123.558,34.868,50.902,49.65,16.821
2000-10-07,23.641,187.499,35.741,5.348,105.153,5.817,128.671,27.948,51.064,37.534,9.925
2000-10-08,17.687,165.398,33.582,4.11,102.101,5.04,123.987,16.899,45.619,25.894,
2000-10-09,15.136,143.873,33.582,3.477,101.338,4.27,108.625,10.738,36.577,20.882,
2000-10-10,17.625,135.603,41.204,3.307,103.435,4.974,97.292,12.604,31.628,34.593,
2000-10-11,11.323,131.832,39.765,3.288,103.404,4.461,99.203,19.962,28.213,47.905,
2000-10-12,6.305,125.33,36.45,3.135,95.434,4.051,104.952,26.738,28.603,57.86,
2000-10-13,4.874,116.079,39.995,2.971,88.654,3.713,111.785,23.338,28.627,56.609,
2000-10-14,3.843,104.809,46.244,2.78,85.76,3.142,118.433,15.114,28.627,49.723,
2000-10-15,3.374,95.735,55.722,2.58,90.011,2.881,119.668,10.024,27.186,40.103,
2000-10-16,3.069,93.228,50.669,2.451,103.444,2.745,116.632,6.913,22.739,32.522,
2000-10-17,2.758,95.995,43.473,2.79,112.386,2.733,110.518,5.765,19.531,23.009,
2000-10-18,2.095,101.551,36.012,3.303,116.036,2.714,96.144,5.726,17.077,18.732,
2000-10-19,1.774,107.756,32.413,3.06,120.461,2.49,77.273,6.368,14.785,19.689,
2000-10-20,1.681,112.812,44.8,2.894,112.933,2.44,66.539,9.258,13.825,34.245,17.1
2000-10-21,1.589,113.275,49.434,2.835,86.427,2.355,71.905,11.946,13.354,64.183,9.609
2000-10-22,1.599,104.696,43.652,4.064,69.198,2.261,95.347,21.677,13.6,89.878,10.492
2000-10-23,1.82,87.117,52.819,14.29,56.812,4.585,129.817,39.342,15.313,114.21,24.271
2000-10-24,1.885,69.101,56.043,11.353,64.709,3.353,159.047,48.649,20.685,115.588,33.277
2000-10-25,1.887,63.245,58.037,7.13,73.825,2.774,179.037,49.219,38.18,120.426,13.026
2000-10-26,22.446,76.149,146.249,34.328,122.327,7.844,226.088,77.201,80.305,186.422,7.377
2000-10-27,173.126,147.387,150.246,61.187,220.732,20.063,344.636,148.252,255.342,236.72,11.368
2000-10-28,174.639,231.419,119.856,19.854,277.658,15.449,385.037,186.776,490.392,238.9,16.372
2000-10-29,84.275,272.075,85.38,7.489,343.528,5.518,515.86,176.006,374.573,241.663,14.002
2000-10-30,63.963,301.418,72.084,4.602,342.912,3.551,510.298,125.45,240.093,211.75,7.238
2000-10-31,47.231,326.01,61.384,3.949,296.438,3.42,468.409,78.397,145.867,166.067,
2000-11-01,17.006,336.902,57.439,3.471,249.44,2.869,409.831,46.114,90.201,130.36,
2000-11-02,10.777,329.745,55.8,3.23,203.025,2.733,357.121,22.983,78.174,102.517,
2000-11-03,8.546,303.98,56.333,3.203,173.777,2.645,320.866,17.602,52.331,87.658,
2000-11-04,7.909,263.178,42.801,3.01,141.681,2.473,295.127,23.954,40.892,78.839,
2000-11-05,7.145,214.364,24.032,2.832,115.1,2.398,259.52,26.189,34.005,72.873,
2000-11-06,6.183,163.253,38.789,2.587,96.061,2.286,217.966,18.212,28.743,60.166,
2000-11-07,4.664,115.917,39.235,2.057,77.267,2.267,179.233,11.141,23.999,44.954,
2000-11-08,3.603,80.254,36.103,1.769,58.081,2.159,145.271,7.37,20.318,29.755,
2000-11-09,2.973,61.57,24.785,1.769,51.106,2.097,112.212,5.106,16.119,20.953,
2000-11-10,2.282,52.847,23.731,1.799,45.0,2.08,83.905,3.86,12.246,16.708,
2000-11-11,1.809,45.322,17.059,2.174,35.702,1.894,63.901,3.404,10.064,15.105,
2000-11-12,1.56,37.32,12.102,2.265,27.805,1.85,52.222,3.722,9.117,18.863,
2000-11-13,1.397,29.902,16.198,2.981,27.573,1.824,49.27,8.791,8.443,18.911,
2000-11-14,1.369,28.924,20.919,2.91,35.258,1.776,50.896,12.066,9.923,18.227,
2000-11-15,1.329,33.872,17.639,2.597,44.718,1.562,51.467,9.854,11.966,16.498,
2000-11-16,1.303,38.593,16.441,2.503,44.513,1.475,48.911,6.243,11.45,15.951,
2000-11-17,1.277,40.997,19.688,2.174,46.374,1.475,45.363,3.801,8.937,15.386,
2000-11-18,1.252,43.444,21.27,1.92,56.345,1.475,44.035,2.778,8.123,11.856,
2000-11-19,1.227,48.182,18.552,1.745,64.594,1.475,41.263,2.23,7.359,9.331,
2000-11-20,1.201,54.191,13.89,1.428,64.755,1.475,36.164,1.873,6.567,8.181,
2000-11-21,1.152,57.872,10.768,1.15,60.596,1.475,31.381,1.671,5.753,7.53,
2000-11-22,1.094,55.74,9.33,1.124,48.325,1.475,27.387,1.54,4.471,6.708,
2000-11-23,1.057,45.01,7.014,1.168,39.146,1.475,23.968,1.497,3.747,6.504,
2000-11-24,1.045,31.164,6.769,1.996,32.584,1.475,23.031,1.452,3.603,9.571,6.456
2000-11-25,0.984,20.438,6.805,2.405,25.031,1.471,24.204,1.415,3.316,13.168,7.992
2000-11-26,0.91,14.583,7.296,2.242,15.735,1.415,24.959,3.504,3.247,16.2,7.679
2000-11-27,0.873,11.468,7.577,2.119,6.968,1.312,26.479,11.992,3.27,13.17,6.238
2000-11-28,0.853,9.689,5.113,1.778,5.322,1.257,25.386,10.07,2.998,10.243,
2000-11-29,0.841,8.026,5.986,1.448,5.296,1.252,23.803,5.784,2.657,7.676,
2000-11-30,0.787,6.413,6.076,1.292,4.952,1.222,22.051,3.591,2.534,7.483,
2000-12-01,0.747,5.491,5.657,1.008,4.665,1.2,23.367,2.644,2.33,8.317,
2000-12-02,0.736,5.129,5.816,0.989,5.256,1.2,21.67,2.291,2.229,10.112,
2000-12-03,0.697,5.421,5.923,0.893,5.284,1.2,20.132,2.036,2.119,9.702,
2000-12-04,0.644,5.583,7.621,0.89,4.811,1.193,20.729,1.84,2.051,6.811,
2000-12-05,0.59,5.116,7.603,1.015,4.737,1.108,21.493,1.706,1.945,6.11,
2000-12-06,0.588,4.726,4.367,1.585,4.441,1.099,20.073,1.602,1.884,5.61,
2000-12-07,0.588,4.453,5.036,1.835,4.387,1.08,18.347,1.502,1.832,5.138,
2000-12-08,0.586,4.146,4.092,1.284,4.107,1.051,16.388,1.577,1.827,4.565,
2000-12-09,0.57,4.137,4.511,1.001,4.045,1.051,15.29,1.704,1.794,4.054,
2000-12-10,0.568,3.688,3.022,0.893,3.652,1.051,13.935,1.934,1.771,3.663,
2000-12-11,0.551,3.241,2.847,0.869,3.572,1.051,12.68,2.155,1.719,3.283,
2000-12-12,0.525,2.73,2.847,0.692,3.079,1.051,10.509,2.441,1.278,3.099,
2000-12-13,0.498,2.392,3.057,0.54,2.828,1.051,8.92,3.17,1.108,3.634,
2000-12-14,0.561,2.534,6.395,0.525,3.319,2.414,10.352,13.968,1.031,10.023,
2000-12-15,0.571,2.765,6.718,0.525,4.127,4.808,17.251,25.496,1.107,11.01,
2000-12-16,0.66,3.331,5.806,0.589,4.769,4.219,22.051,22.671,1.381,14.464,
2000-12-17,0.706,4.209,4.071,0.674,5.541,3.418,23.475,11.706,2.057,12.311,
2000-12-18,0.744,4.638,3.33,0.54,6.692,2.589,22.222,4.961,2.77,10.081,
2000-12-19,0.745,5.644,3.438,0.525,6.601,1.56,19.913,2.671,2.491,7.375,
2000-12-20,0.745,5.744,3.286,0.525,6.419,1.264,17.703,1.842,2.063,4.752,
2000-12-21,0.745,4.675,3.449,0.451,7.314,1.205,14.987,1.388,1.6,3.769,
2000-12-22,0.745,6.011,3.436,0.397,9.283,1.2,12.398,1.116,1.157,3.542,
2000-12-23,0.745,9.02,2.886,0.463,10.99,1.2,10.66,0.995,1.076,2.919,
2000-12-24,0.731,9.413,2.509,0.409,9.619,1.2,9.175,0.886,1.018,2.728,
2000-12-25,0.697,8.594,2.473,0.397,7.595,1.2,7.987,0.778,0.984,2.385,
2000-12-26,0.627,7.595,2.493,0.459,7.03,1.2,7.225,0.772,0.949,2.385,
2000-12-27,0.692,7.356,2.869,0.853,6.414,1.747,8.535,1.421,1.01,3.574,
2000-12-28,0.974,8.118,3.977,1.412,6.432,3.693,11.691,2.931,1.257,6.083,
2000-12-29,1.145,8.41,6.463,2.174,7.498,1.993,16.663,3.608,1.61,8.353,
2000-12-30,1.129,9.282,6.068,2.133,8.693,1.42,18.97,5.102,2.351,12.629,
2000-12-31,1.118,9.254,4.137,2.01,8.532,1.295,,6.048,3.177,12.825,
2001-01-01,1.094,8.827,2.807,1.071,8.76,1.198,,4.157,3.582,11.371,
2001-01-02,1.062,8.768,5.776,0.997,8.771,1.089,,2.977,3.669,8.256,
2001-01-03,1.001,9.202,6.124,0.997,8.269,1.044,23.129,2.365,3.341,6.109,
2001-01-04,0.954,9.004,6.076,0.997,7.58,0.966,20.219,1.659,2.497,4.819,
2001-01-05,0.885,8.308,5.209,0.865,7.405,0.957,17.015,1.384,2.048,3.681,
2001-01-06,0.811,7.54,3.518,0.779,5.988,0.957,14.679,1.114,1.86,3.105,
2001-01-07,0.8,6.323,4.505,1.704,4.807,0.957,13.371,0.995,1.578,3.338,
2001-01-08,0.785,5.411,4.0,26.373,4.17,0.957,12.894,1.694,1.704,5.125,
2001-01-09,0.759,4.787,3.915,41.79,5.527,0.957,12.363,2.083,1.73,7.74,
2001-01-10,0.801,4.92,3.705,24.349,8.058,1.211,17.393,4.678,2.243,12.384,11.249
2001-01-11,0.889,6.878,3.874,27.91,10.969,2.734,29.551,21.144,2.845,17.622,11.548
2001-01-12,0.853,7.6,9.764,23.092,13.02,2.275,34.208,36.983,3.837,28.87,19.065
2001-01-13,0.851,10.094,7.683,10.598,15.481,1.883,35.267,44.027,4.922,33.378,12.148
2001-01-14,0.945,12.04,6.914,7.009,18.005,1.588,42.131,47.768,6.232,29.924,7.927
2001-01-15,1.234,14.731,19.114,2.985,20.508,1.308,50.718,43.066,8.664,28.104,
2001-01-16,1.418,16.515,21.808,7.979,23.423,1.232,51.067,22.961,12.005,25.786,
2001-01-17,1.434,19.406,22.511,10.941,25.265,1.193,49.248,10.76,15.108,24.28,
2001-01-18,1.406,18.549,20.439,4.697,26.174,1.108,47.1,7.387,20.419,23.492,16.868
2001-01-19,1.346,17.851,16.861,3.827,22.644,1.068,43.881,6.306,23.008,30.825,105.039
2001-01-20,1.317,17.81,13.135,8.399,22.435,1.005,40.529,8.79,18.18,39.611,128.426
2001-01-21,1.25,18.077,9.958,7.566,23.798,0.962,41.932,10.784,15.258,40.997,35.654
2001-01-22,1.169,18.753,7.815,4.072,25.207,0.957,43.865,8.551,13.238,35.703,15.473
2001-01-23,1.102,19.771,4.888,2.873,28.182,0.957,43.888,5.398,10.472,26.206,8.03
2001-01-24,1.009,21.225,6.75,2.626,27.464,0.978,40.828,3.807,6.816,16.861,
2001-01-25,0.933,22.645,5.365,2.233,24.456,1.664,35.696,2.784,4.562,10.668,
2001-01-26,0.886,22.843,4.472,1.791,21.012,1.612,26.157,2.19,3.756,8.194,
2001-01-27,0.83,20.632,4.001,2.354,12.464,1.423,20.708,2.12,3.184,6.606,
2001-01-28,0.766,17.076,4.348,3.332,10.458,1.221,18.15,1.908,2.815,5.972,
2001-01-29,0.703,14.151,3.988,4.01,10.148,1.018,17.061,1.987,2.617,5.972,
2001-01-30,0.639,12.036,4.134,2.877,8.571,0.957,15.882,1.957,2.338,6.78,
2001-01-31,0.607,10.771,3.951,2.343,8.068,0.957,15.432,1.709,2.174,8.03,
2001-02-01,0.589,10.043,3.87,5.976,8.24,0.957,15.432,1.684,2.06,9.034,
2001-02-02,0.586,9.552,3.16,9.976,7.525,0.957,15.475,1.698,1.975,10.159,
2001-02-03,0.562,8.911,6.451,14.407,7.045,0.957,18.641,1.678,1.745,9.935,9.037
2001-02-04,0.532,8.394,7.504,6.861,6.462,0.957,20.8,1.387,1.398,7.041,7.555
2001-02-05,0.497,7.987,4.298,3.493,6.907,0.954,18.666,1.102,1.268,5.902,
2001-02-06,0.463,7.655,3.954,2.445,6.371,0.883,17.638,0.928,1.234,5.163,
2001-02-07,0.462,6.996,4.374,2.097,5.683,0.811,16.478,0.846,1.09,4.454,
2001-02-08,0.462,6.171,4.395,1.864,5.301,0.798,15.357,0.814,0.969,3.993,
2001-02-09,0.456,5.465,3.95,1.769,4.729,0.942,14.684,1.847,0.864,4.842,
2001-02-10,0.445,5.008,3.46,2.237,4.414,0.957,14.292,2.939,0.789,5.407,
2001-02-11,0.445,4.352,2.588,14.343,4.245,0.957,13.043,4.135,0.762,6.087,6.041
2001-02-12,0.445,4.378,2.812,64.989,4.062,1.018,12.932,6.038,0.673,5.46,16.383
2001-02-13,0.445,4.678,2.847,78.469,4.378,1.602,12.253,5.663,0.67,4.911,17.148
2001-02-14,0.426,4.191,2.881,41.203,4.58,1.364,10.524,3.592,0.796,6.08,8.397
2001-02-15,0.382,4.528,3.435,14.858,4.925,1.255,10.429,3.075,0.918,8.57,
2001-02-16,0.374,4.962,3.884,6.246,5.02,1.113,10.499,2.962,1.023,7.115,
2001-02-17,0.363,5.804,3.928,3.811,4.506,0.966,12.147,2.564,1.028,5.914,
2001-02-18,0.342,7.109,3.903,2.969,5.378,0.957,12.932,1.991,0.988,4.824,
2001-02-19,0.307,8.033,3.48,2.458,6.376,0.957,12.857,1.672,0.924,3.864,
2001-02-20,0.305,8.584,2.906,2.214,7.727,0.957,11.045,1.231,0.793,3.171,
2001-02-21,0.305,9.255,2.847,2.104,9.543,0.957,7.925,1.031,0.782,2.562,
2001-02-22,0.305,9.953,2.818,1.941,11.191,0.954,6.305,0.868,0.782,2.501,
2001-02-23,0.305,10.35,2.36,1.769,12.914,0.914,5.621,0.751,0.782,2.384,
2001-02-24,0.305,11.381,2.561,1.769,14.154,1.0,6.408,0.98,0.822,2.928,5.908
2001-02-25,0.32,14.341,4.209,1.817,16.565,2.468,8.938,3.776,0.979,5.049,11.194
2001-02-26,0.347,17.127,4.001,2.624,20.653,1.796,17.212,9.11,1.154,7.81,17.984
2001-02-27,0.335,18.476,4.29,2.948,22.372,1.473,17.816,14.819,1.696,11.178,12.563
2001-02-28,0.334,18.649,2.997,2.392,20.445,1.225,18.206,20.449,2.763,12.671,
2001-03-01,0.342,18.957,2.905,2.097,18.429,1.2,19.109,15.138,2.914,12.57,
2001-03-02,0.378,19.2,3.895,2.439,21.278,1.193,19.355,8.547,2.296,12.011,8.432
2001-03-03,0.38,19.918,5.188,4.272,23.731,1.108,25.322,6.551,2.064,13.604,19.236
2001-03-04,0.405,20.235,6.622,8.341,26.409,1.099,27.875,10.825,2.252,9.368,53.508
2001-03-05,0.46,19.566,6.864,4.615,29.384,1.194,26.454,15.648,3.05,7.579,30.863
2001-03-06,0.462,18.767,8.348,2.561,31.859,4.172,23.69,12.222,4.18,6.29,12.422
2001-03-07,0.489,20.231,7.414,2.268,34.468,9.013,22.071,8.0,4.232,6.013,
2001-03-08,0.559,26.356,4.912,2.288,37.894,13.201,21.579,4.956,3.772,4.833,
2001-03-09,0.569,34.158,4.641,2.009,41.3,5.465,20.437,4.508,3.56,5.356,
2001-03-10,0.588,37.902,3.975,1.769,44.752,2.922,18.132,3.822,2.96,4.955,
2001-03-11,0.607,38.851,3.48,1.629,49.121,1.258,15.205,3.129,2.681,4.129,
2001-03-12,0.605,38.36,2.906,1.346,53.006,1.154,14.303,2.403,2.627,3.375,
2001-03-13,0.588,38.367,2.847,1.057,53.67,0.994,13.67,1.766,2.547,2.994,
2001-03-14,0.57,38.74,2.827,0.997,49.01,0.957,,1.408,2.508,2.606,
2001-03-15,0.569,39.005,2.482,0.952,44.257,0.957,,1.149,2.36,2.373,
2001-03-16,0.569,37.939,2.02,0.882,44.951,0.957,,0.99,2.289,4.665,
2001-03-17,0.601,34.625,1.964,0.982,45.48,0.957,,1.129,2.147,9.511,
2001-03-18,0.708,29.517,1.89,1.871,42.364,0.957,,1.492,1.947,9.348,
2001-03-19,0.691,24.663,2.807,2.507,40.644,0.957,,2.117,1.987,7.008,
2001-03-20,0.583,21.512,3.825,11.971,45.622,0.957,17.565,3.016,2.435,8.01,
2001-03-21,0.568,20.134,4.062,124.846,99.247,1.952,16.963,4.296,3.109,17.657,
2001-03-22,44.571,35.962,11.233,100.269,186.859,21.642,98.756,127.671,14.985,162.524,49.713
2001-03-23,382.196,138.139,127.056,99.448,283.31,30.2,296.993,1053.75,227.757,531.222,151.049
2001-03-24,276.756,251.808,168.843,74.574,304.111,18.97,377.062,612.953,937.216,803.731,109.744
2001-03-25,125.417,336.029,151.388,50.364,329.619,18.085,782.196,252.337,634.268,587.212,29.716
2001-03-26,69.042,390.924,123.082,16.927,360.46,14.533,1266.073,174.647,437.387,386.853,12.255
2001-03-27,48.358,447.721,111.665,8.693,413.25,5.635,1195.443,142.227,354.659,268.012,8.189
2001-03-28,35.892,485.431,104.903,5.616,386.932,4.067,947.704,108.479,299.241,224.067,
2001-03-29,23.501,468.332,74.199,4.692,346.744,3.462,747.663,82.197,249.293,191.709,
2001-03-30,17.988,427.182,53.198,4.12,319.645,2.81,610.644,63.74,209.304,155.807,
2001-03-31,14.209,385.559,43.861,3.813,290.864,2.285,493.744,42.688,144.838,129.118,
2001-04-01,11.42,363.448,30.429,3.511,287.025,2.075,387.081,21.651,101.707,91.921,
2001-04-02,9.47,345.193,27.611,3.264,266.05,1.863,316.338,12.525,84.601,54.129,
2001-04-03,4.912,327.349,22.934,2.973,203.328,1.694,272.705,8.453,63.956,27.282,
2001-04-04,2.615,306.136,17.815,2.788,178.272,1.491,209.723,5.982,31.472,16.219,
2001-04-05,1.854,282.839,17.394,2.841,139.926,1.475,122.871,5.027,24.791,15.097,
2001-04-06,1.655,253.581,18.825,3.497,129.234,1.467,69.617,6.041,15.603,23.802,
2001-04-07,1.509,215.146,16.662,3.803,113.948,1.328,60.702,8.918,12.626,33.441,
2001-04-08,1.452,169.232,14.708,3.411,99.963,1.435,75.904,17.038,11.91,41.256,
2001-04-09,1.975,127.375,79.894,4.06,78.273,5.262,167.783,47.675,18.431,102.043,
2001-04-10,13.439,93.886,131.239,6.353,61.455,15.283,271.972,100.335,41.496,130.157,
2001-04-11,34.605,78.469,62.375,6.324,89.033,9.484,290.99,95.928,239.097,136.103,
2001-04-12,52.824,83.517,40.202,4.917,114.922,6.194,312.506,108.711,402.591,146.423,
2001-04-13,48.93,99.877,71.36,4.937,145.831,4.531,337.782,122.58,326.523,161.15,
2001-04-14,34.431,121.752,102.855,5.144,174.199,3.658,355.509,100.579,250.86,156.374,
2001-04-15,20.641,150.28,90.983,5.659,205.041,3.199,326.876,70.665,178.45,144.936,
2001-04-16,12.465,183.889,82.695,9.298,224.7,2.563,309.438,49.64,118.16,141.267,
2001-04-17,9.237,215.78,68.512,6.109,252.032,2.357,293.398,30.331,84.01,127.999,
2001-04-18,5.164,242.539,56.835,4.383,278.777,2.222,282.175,18.6,59.548,108.111,
2001-04-19,3.63,261.096,46.502,3.84,261.558,2.093,267.164,13.074,39.587,82.141,
2001-04-20,2.683,272.045,41.801,3.644,228.98,2.025,246.324,9.678,26.173,54.011,
2001-04-21,1.912,275.634,37.184,3.319,200.129,1.866,211.392,7.393,18.565,34.404,
2001-04-22,1.841,269.705,35.614,2.916,182.927,1.811,162.133,5.639,14.087,23.463,
2001-04-23,8.3,260.95,46.491,2.766,170.083,1.584,134.879,8.949,14.39,34.147,
2001-04-24,61.43,262.856,91.536,2.802,157.516,1.48,211.504,25.664,32.932,83.393,
2001-04-25,55.968,260.741,105.755,2.699,146.759,1.475,214.907,44.302,68.52,95.03,
2001-04-26,46.001,253.136,95.371,2.582,166.567,1.471,219.868,50.178,123.001,108.151,
2001-04-27,38.267,233.336,100.309,2.566,196.045,1.357,244.934,54.728,155.293,117.78,
